age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_term,dti_ratio,education,employment_type,marital_status,has_mortgage,has_dependents,loan_purpose,has_cosigner,default_status
66,56265,215724,826,61,1,8.79,24,0.84,3,2,0,1,1,4,0,0
45,60724,12187,617,97,2,4.98,60,0.14,1,1,0,0,0,2,0,0
61,118310,121720,685,16,3,9.45,48,0.87,0,1,0,1,1,3,0,0
29,69717,63325,753,28,2,21.73,24,0.57,0,2,1,1,1,3,1,0
23,26300,204165,658,41,1,19.7,12,0.39,0,2,1,0,0,2,1,0
24,55792,199896,398,96,3,3.51,24,0.16,1,2,2,0,1,0,0,1
25,128822,234565,849,53,2,3.39,12,0.26,1,1,2,1,1,0,0,1
20,115142,180100,711,62,2,14.83,24,0.27,3,0,0,1,1,3,1,0
66,15392,117364,644,47,1,7.64,60,0.85,0,1,0,1,0,2,1,1
38,56175,82151,341,108,2,7.05,36,0.25,1,0,1,0,1,0,1,0
25,31197,102142,333,38,1,9.25,48,0.88,1,3,1,0,0,2,1,0
45,69663,240592,503,61,4,18.85,60,0.76,0,1,1,1,1,3,1,0
47,86194,231371,366,18,3,19.6,36,0.18,2,2,0,1,0,3,0,0
49,116037,79034,304,88,2,12.35,12,0.84,3,1,1,1,1,2,1,0
28,36202,48642,344,96,3,3.31,60,0.32,2,0,0,0,0,2,0,0
37,44519,209076,719,0,2,20.09,24,0.6,0,1,1,0,0,4,0,1
67,22338,160431,332,0,1,4.13,24,0.65,1,1,2,1,0,0,0,1
33,131706,187964,818,116,2,17.24,48,0.24,1,1,1,1,1,4,0,0
42,42398,248508,432,75,1,18.41,12,0.13,2,2,2,1,1,3,0,0
62,143916,218216,804,61,1,15.93,48,0.61,1,1,2,1,0,3,0,0
26,94101,103533,780,62,4,5.49,60,0.32,0,2,2,1,0,0,0,0
68,88116,25305,539,0,1,9.56,36,0.41,3,3,0,1,1,4,0,0
56,74999,66524,529,87,3,11.52,12,0.42,1,0,2,0,0,4,1,0
66,65483,31023,475,70,1,20.11,60,0.15,1,3,0,1,1,3,1,0
57,61202,241318,519,87,4,7.9,60,0.69,3,3,2,0,1,0,1,0
57,135289,86469,589,38,1,15.71,36,0.43,2,0,1,1,0,0,1,0
20,35513,38383,519,117,2,18.64,48,0.39,1,2,0,0,0,0,0,0
33,30745,238299,357,104,1,5.69,12,0.47,0,1,2,0,1,2,1,0
29,108467,137379,524,116,2,22.85,60,0.78,3,3,1,1,0,3,1,1
32,50297,74041,585,52,3,20.63,24,0.35,1,3,2,0,0,3,1,1
21,111595,197047,628,38,1,18.75,24,0.3,0,2,0,0,0,3,0,1
40,74317,206563,531,118,4,10.69,36,0.48,1,0,0,1,1,2,1,0
44,97421,142425,506,43,1,4.53,36,0.5,2,0,1,0,0,3,0,0
56,143640,148316,368,72,2,24.96,48,0.71,2,2,1,1,0,4,0,0
60,149093,168206,605,67,3,2.71,36,0.54,2,0,0,1,1,2,0,0
54,85758,152880,718,39,1,13.95,36,0.31,0,1,1,1,1,4,1,0
30,124763,123715,457,10,2,14.29,60,0.58,2,0,1,0,0,3,1,0
60,65734,191871,522,85,1,3.82,12,0.85,0,0,2,0,1,4,1,0
54,116551,132568,611,39,2,22.62,36,0.62,2,1,1,1,0,1,0,0
57,26751,73035,490,65,1,16.35,48,0.77,3,0,2,1,1,3,1,0
38,46163,188789,741,15,2,11.38,36,0.48,3,3,2,1,0,3,0,0
46,110752,181511,717,31,2,24.37,36,0.71,0,1,2,1,0,0,1,0
46,31645,128524,393,42,2,9.71,36,0.63,0,0,0,1,1,0,1,0
66,91733,8365,768,83,4,12.47,24,0.22,0,3,0,0,1,1,1,0
28,140460,145361,544,79,3,23.26,24,0.59,0,1,1,1,1,0,0,1
68,136677,129030,508,107,2,19.82,48,0.43,3,1,2,0,1,2,0,0
67,120309,63153,468,51,4,10.45,12,0.48,0,2,1,1,1,2,0,0
45,139016,112413,708,87,4,8.8,24,0.31,2,3,0,0,1,0,1,0
27,22394,94675,822,101,4,8.17,24,0.25,1,2,2,1,0,3,1,0
22,140751,130094,683,109,3,14.35,36,0.27,1,1,0,1,1,2,0,0
42,57123,115134,812,4,2,11.79,36,0.86,0,1,2,0,1,3,1,0
50,71952,183840,563,41,3,24.72,24,0.75,1,1,1,1,1,4,1,0
34,87487,91807,415,91,2,8.22,48,0.5,3,0,0,0,1,3,1,0
66,105651,41343,696,1,3,8.18,60,0.17,0,2,2,1,1,1,1,0
50,103631,247095,571,5,2,22.25,12,0.25,2,0,0,0,0,2,1,1
42,26798,59426,360,74,3,2.66,48,0.87,1,1,0,0,0,2,1,0
50,138914,162841,737,73,2,10.28,60,0.54,2,0,2,1,1,1,0,0
26,141888,155282,547,71,2,16.35,12,0.9,0,1,2,1,1,0,0,0
44,99465,206873,539,26,2,10.59,48,0.19,0,0,0,1,1,2,0,0
42,90687,91014,727,22,1,5.34,12,0.76,2,1,0,0,1,1,1,0
21,89304,19191,704,83,3,3.21,24,0.14,0,1,2,0,1,0,1,0
26,65010,240580,493,102,3,3.54,24,0.29,3,1,1,1,1,3,0,0
63,57376,173997,602,119,1,4.65,12,0.31,0,3,2,1,0,4,0,0
32,31132,83500,384,103,3,19.47,24,0.42,0,2,2,0,1,1,1,0
33,121522,223025,551,86,4,15.78,12,0.36,1,2,1,1,1,2,1,0
33,126293,104829,608,7,1,16.85,36,0.86,0,2,1,0,1,4,0,0
30,100975,140320,654,15,4,23.34,60,0.86,0,3,0,0,1,2,0,0
31,22118,19920,346,80,3,18.37,48,0.8,3,1,1,1,1,2,1,0
39,90553,209772,602,77,2,3.28,60,0.1,1,1,0,1,0,3,0,0
38,17898,80947,647,33,1,11.18,36,0.7,1,0,0,0,1,3,0,0
26,130056,245332,827,47,2,20.88,48,0.79,1,1,0,0,1,3,0,0
58,65200,26416,739,45,4,24.6,60,0.5,0,3,1,1,1,0,1,0
21,129905,130445,476,81,2,6.05,48,0.43,2,0,1,1,0,0,0,0
27,102002,50189,524,52,4,22.65,24,0.25,1,3,2,1,1,3,0,0
52,143680,239985,304,59,2,14.5,12,0.73,3,2,0,0,1,4,0,0
26,29845,68581,606,83,3,7.85,24,0.26,1,1,0,1,0,4,1,0
68,84139,30305,741,112,2,22.07,24,0.48,1,2,1,1,1,2,0,0
65,144063,11354,643,92,2,18.23,12,0.7,3,3,1,0,1,0,1,0
33,95874,169958,460,23,2,22.42,24,0.76,1,2,2,0,1,1,0,0
66,85754,232680,641,35,3,3.24,60,0.13,0,2,2,0,0,2,1,0
35,72794,142861,848,98,3,4.94,24,0.86,3,2,2,0,1,1,1,0
27,134402,191765,818,16,4,16.18,24,0.29,3,0,1,0,1,4,1,0
38,140006,90371,763,7,1,10.51,36,0.75,0,2,0,1,1,1,0,0
68,27269,241828,405,77,4,10.02,36,0.38,3,2,0,0,0,1,0,0
32,100849,236952,551,116,2,15.54,36,0.52,0,1,2,0,1,0,0,0
32,102557,168362,845,34,2,24.93,24,0.59,2,1,1,0,1,0,0,1
28,101156,181899,774,104,3,10.3,48,0.49,0,3,1,1,0,2,1,0
57,128113,222601,712,103,1,5.45,48,0.72,3,0,2,1,0,0,0,0
65,65727,157869,612,5,3,16.6,60,0.35,2,3,2,1,1,0,0,0
59,39891,34087,374,52,3,10.81,36,0.37,2,1,2,1,0,2,0,0
58,25585,121559,427,28,3,19.67,36,0.6,0,3,1,1,0,3,0,0
64,117445,181571,780,42,2,9.88,48,0.24,2,0,0,1,1,4,0,0
54,115001,66806,428,55,1,19.86,60,0.3,3,0,1,1,0,2,1,0
37,116538,98788,741,112,4,11.94,24,0.75,3,0,1,0,0,2,1,0
51,110414,169817,701,44,2,8.55,24,0.46,2,1,2,1,0,0,0,0
39,17965,137907,674,114,3,20.57,36,0.24,3,1,1,0,0,3,1,0
65,107734,172936,511,11,4,19.76,60,0.55,2,2,1,0,1,1,0,0
35,147129,207096,434,66,2,22.87,12,0.65,1,3,1,1,0,4,0,0
33,26577,111171,683,5,3,15.74,24,0.52,2,3,0,0,0,3,1,1
22,133029,176438,500,107,1,21.25,60,0.77,2,2,1,1,1,0,0,0
18,137237,185720,669,99,2,19.65,24,0.79,3,2,0,0,1,2,1,0
36,107010,57248,849,31,2,23.29,48,0.47,2,3,2,0,1,0,1,0
27,114958,204790,393,65,2,17.72,48,0.35,0,1,0,0,1,2,0,0
38,38380,64306,412,27,2,18.8,12,0.66,0,0,0,1,1,4,0,0
30,80245,13324,573,87,4,6.7,60,0.52,0,0,1,1,1,4,1,0
41,76125,111388,529,46,2,21.61,60,0.12,1,3,0,1,0,0,0,0
40,20358,42278,672,23,2,14.47,36,0.39,2,3,0,0,1,2,1,0
40,22942,195578,782,52,4,24.59,36,0.29,3,0,0,0,0,2,0,1
28,123383,26139,775,37,2,3.23,24,0.16,0,1,1,1,1,4,0,0
64,51038,29162,331,48,1,23.66,24,0.75,2,3,1,1,0,2,0,0
19,48928,142066,651,4,1,16.1,24,0.43,0,1,1,0,0,0,1,1
23,63140,233942,424,97,2,5.57,24,0.76,0,3,0,1,0,3,0,0
28,65543,97180,846,18,2,22.95,36,0.69,1,1,1,0,1,2,0,1
32,138348,125829,673,95,3,13.68,48,0.68,3,2,0,0,0,1,1,0
26,31058,179700,463,40,1,18.07,36,0.69,1,0,0,0,0,1,1,0
29,45850,182390,730,48,2,18.57,12,0.87,0,3,2,0,1,0,1,0
53,60903,60112,421,90,2,13.56,12,0.82,1,0,0,1,1,1,1,0
45,46205,62278,823,95,1,14.79,12,0.12,2,1,0,0,1,4,0,0
40,130363,174005,682,76,2,19.86,36,0.73,0,2,0,0,1,1,1,0
44,108861,53870,603,31,2,7.93,12,0.42,0,3,2,1,0,2,0,0
41,149441,210598,527,9,1,18.23,36,0.68,1,3,2,1,1,2,0,0
31,131477,111860,508,28,1,15.16,24,0.33,0,2,1,1,1,3,1,0
52,67565,242523,474,25,1,12.04,60,0.2,1,3,2,0,0,3,0,0
44,140352,244133,832,70,1,2.1,12,0.52,0,1,1,1,1,1,0,0
38,63705,111368,324,73,1,10.99,24,0.36,1,3,1,1,0,0,1,0
66,134946,228770,757,38,1,16.84,24,0.57,3,3,1,0,1,0,0,0
30,98116,63371,829,110,1,16.62,24,0.53,0,2,0,0,0,1,0,0
25,78574,209364,494,45,1,9.86,36,0.53,3,1,1,0,0,1,1,0
61,66972,58014,301,108,1,11.7,36,0.11,3,0,0,0,0,0,0,0
61,128682,73010,771,29,4,12.59,24,0.35,3,0,0,0,1,3,0,0
61,47170,41582,410,49,4,13.22,12,0.75,1,0,0,1,1,1,0,0
51,36247,84085,527,25,1,9.66,60,0.24,1,1,2,0,0,0,0,0
59,129356,220203,648,3,1,14.32,60,0.39,1,3,0,1,0,3,1,0
40,17341,213207,604,67,2,7.07,36,0.51,2,3,2,0,0,0,0,1
26,49378,217634,340,49,3,23.46,48,0.71,0,2,0,0,0,4,0,1
18,47259,21089,573,97,3,20.0,48,0.49,0,3,0,1,0,0,1,0
53,41792,99959,423,38,3,15.3,48,0.21,2,2,2,1,0,3,0,0
63,50809,104219,453,72,3,16.94,24,0.76,3,0,0,0,1,1,0,0
33,131175,192735,629,105,3,10.25,12,0.16,2,0,0,0,0,3,0,0
42,146855,169392,348,5,2,19.07,48,0.47,0,0,2,0,0,4,1,0
35,60054,141769,634,84,4,13.81,48,0.44,3,0,1,0,0,0,0,0
51,135186,93609,667,40,2,24.6,60,0.19,3,2,0,0,0,4,0,0
55,59387,58586,746,91,1,23.32,24,0.72,3,3,2,1,0,1,0,0
20,35086,126563,633,110,4,5.52,12,0.56,2,1,0,0,1,0,0,0
37,87291,76452,433,72,2,3.02,60,0.36,1,0,0,0,1,2,0,0
36,83483,247631,728,7,3,4.39,24,0.38,3,1,2,0,1,0,0,0
30,53589,140504,668,71,1,2.86,36,0.78,0,2,2,0,0,1,0,0
34,43046,176982,498,47,1,17.09,24,0.65,0,2,0,0,1,1,0,1
31,92748,219422,685,36,3,20.77,24,0.34,2,2,2,0,1,0,1,0
47,135418,180089,405,53,3,19.44,36,0.53,0,0,1,0,0,1,1,0
39,85552,198786,497,25,2,22.44,24,0.6,3,3,0,1,0,1,0,1
60,55757,59253,621,65,2,6.84,12,0.2,2,1,2,1,0,0,0,0
65,75326,192333,357,68,3,16.19,36,0.75,0,0,2,0,1,4,0,0
60,68337,91954,671,1,1,14.89,48,0.3,0,0,2,0,1,0,1,0
46,60672,216373,504,37,3,6.46,36,0.62,2,2,0,0,1,3,1,0
67,26085,153251,459,112,1,10.78,48,0.22,2,1,2,0,1,1,1,0
19,52560,82006,393,83,2,22.54,12,0.33,3,2,0,1,1,1,0,0
25,54172,131351,312,18,3,4.05,48,0.81,2,1,2,0,0,2,0,0
31,140088,128318,497,48,4,13.95,24,0.31,1,1,0,1,1,3,1,0
51,36734,105996,571,23,4,5.23,60,0.73,3,0,0,0,0,3,0,0
30,50751,222898,312,37,4,9.86,24,0.7,0,0,0,0,1,2,1,0
27,97964,80919,564,95,4,24.03,48,0.68,3,2,0,1,0,1,0,1
25,31054,229739,611,34,2,8.62,24,0.16,3,1,1,0,1,4,1,0
24,134666,74132,796,119,4,2.86,12,0.79,1,1,2,1,1,1,0,0
30,125848,106754,581,29,4,14.59,60,0.27,3,3,0,0,1,2,1,0
43,59932,50099,843,110,4,7.46,12,0.89,0,1,0,1,0,3,0,0
49,61706,221255,782,68,2,20.56,12,0.28,3,3,0,1,1,2,0,0
36,148147,248847,458,41,4,10.83,48,0.11,2,2,0,0,1,3,0,0
32,128445,145088,428,75,3,6.9,48,0.73,1,1,1,0,1,2,0,0
19,81212,79930,588,26,4,11.03,60,0.69,1,1,1,1,0,1,1,0
54,85563,8684,787,76,3,21.2,48,0.73,2,0,1,1,0,1,0,0
36,105479,172081,473,109,3,11.05,48,0.4,1,0,0,1,1,3,0,0
50,80747,235609,844,59,3,7.74,24,0.38,1,1,1,0,0,0,1,0
56,29751,209622,428,105,2,17.39,36,0.16,2,1,1,0,0,2,0,0
67,123206,167106,534,30,4,7.38,12,0.44,1,1,0,1,0,0,1,0
50,51609,133814,733,18,4,20.15,36,0.37,2,1,2,1,1,3,1,0
18,85934,77014,529,108,2,5.71,24,0.37,3,3,1,1,0,0,1,0
56,60977,156882,425,114,1,2.38,48,0.44,1,3,2,0,0,2,1,0
45,76950,91324,524,103,1,11.06,24,0.57,2,2,0,1,1,3,0,0
34,115101,188017,810,6,1,6.79,60,0.66,2,1,0,0,0,4,1,1
23,74488,161552,515,26,3,7.7,12,0.51,0,2,0,1,1,3,1,0
69,99072,91371,409,49,3,19.79,60,0.88,1,0,1,0,1,1,1,0
61,66756,12099,512,39,1,4.44,60,0.51,2,2,2,0,0,0,0,0
37,19532,212116,588,91,1,6.17,12,0.61,3,3,1,1,0,2,0,0
64,121204,147305,735,82,3,24.02,60,0.23,1,2,2,1,1,4,1,0
30,97526,104027,667,9,4,15.26,60,0.3,2,2,0,1,1,0,0,0
29,88546,93996,478,108,1,21.64,60,0.4,3,0,0,0,0,2,0,0
47,58367,242939,356,4,1,23.22,48,0.4,2,2,2,1,0,1,0,0
38,84625,190316,816,101,1,15.17,12,0.41,3,1,1,1,0,2,1,0
19,17918,226102,444,47,2,5.46,48,0.36,3,1,2,1,1,4,1,1
35,23967,216239,338,62,2,13.82,36,0.82,3,3,2,1,1,2,0,0
45,35405,244215,497,102,4,10.93,48,0.6,0,1,2,0,1,3,1,0
21,69507,71734,316,18,1,2.15,36,0.88,2,0,1,1,1,1,1,1
59,81284,106793,707,11,3,17.22,60,0.32,2,1,1,0,0,1,0,0
60,28203,70115,406,45,1,4.55,36,0.84,1,0,1,0,1,2,1,1
23,100229,202175,784,78,4,11.94,60,0.44,2,3,1,1,1,2,0,0
55,132429,117530,504,82,3,16.0,60,0.56,1,1,2,0,0,3,0,0
26,104445,80517,443,115,3,10.0,24,0.54,0,3,0,0,1,2,0,0
37,139918,41440,807,8,1,17.77,48,0.49,0,0,1,1,0,4,0,1
62,106305,217550,366,65,2,12.48,48,0.47,3,0,2,1,0,2,1,0
47,144423,90721,430,73,4,2.33,12,0.22,3,3,2,0,1,4,1,0
54,31297,133674,425,101,3,16.87,48,0.2,1,2,1,0,0,0,1,0
55,120960,159979,458,16,3,3.15,36,0.45,1,0,1,1,1,2,1,0
21,124662,233509,606,0,4,18.74,24,0.34,1,3,0,1,1,0,0,0
55,135996,240157,637,89,2,16.58,60,0.45,3,2,1,1,1,2,0,0
67,79824,249558,301,34,1,12.49,60,0.32,0,0,0,0,0,2,1,0
30,101812,209296,801,10,1,5.32,48,0.88,2,0,1,1,1,0,1,0
52,44181,146181,378,37,3,5.39,12,0.37,3,3,1,0,0,1,1,0
47,125530,139978,545,69,3,3.6,12,0.45,2,1,0,1,1,1,0,0
59,70019,118513,630,5,4,15.95,48,0.58,0,0,1,0,0,1,1,1
21,137285,212814,754,65,2,4.0,12,0.42,2,0,1,1,1,1,0,0
42,123725,109052,387,107,1,3.87,60,0.41,1,1,1,0,1,0,1,0
48,52521,236553,451,79,4,11.53,12,0.56,1,1,0,0,0,2,0,0
64,148349,246710,817,64,1,2.31,12,0.16,1,0,1,0,0,3,0,0
29,116931,119059,845,31,1,21.67,48,0.7,2,3,0,1,0,2,0,1
32,54717,127273,669,12,2,19.3,48,0.66,3,0,1,1,0,0,0,0
43,145017,39776,460,17,4,8.38,12,0.45,3,3,2,0,1,4,1,0
27,85672,191663,795,51,3,24.9,24,0.71,2,1,1,1,1,2,0,0
29,56070,143321,494,0,1,4.24,60,0.32,1,3,0,0,0,1,1,0
39,46825,141776,842,68,3,4.99,24,0.74,3,3,1,1,0,1,1,0
57,133525,245073,347,54,1,23.16,24,0.75,2,2,0,1,0,1,0,0
38,37085,134409,420,50,3,5.79,24,0.71,1,2,0,1,0,1,0,1
52,19872,81286,831,24,3,19.79,36,0.32,3,3,2,0,0,1,1,0
24,61401,93592,835,39,1,17.15,60,0.67,0,0,2,0,1,2,1,0
35,105802,197270,404,28,2,8.28,36,0.32,2,0,2,1,0,4,1,0
44,135230,214609,663,51,4,20.79,48,0.31,3,3,2,0,1,0,1,0
52,41371,129383,657,119,2,13.6,24,0.36,1,3,0,1,1,1,0,0
64,55702,25061,398,8,3,20.66,24,0.39,0,2,2,1,1,0,0,0
19,104847,170334,752,46,2,11.72,24,0.45,3,2,0,1,0,4,0,0
49,140352,13620,577,97,4,24.23,60,0.16,3,0,2,1,0,0,1,0
32,113534,80938,650,90,3,13.47,60,0.59,0,2,2,0,1,3,0,0
62,34026,174539,472,82,2,10.89,36,0.46,3,1,0,0,0,3,1,0
41,70708,85462,432,116,2,9.26,60,0.23,0,0,0,0,1,3,1,0
37,18686,87087,706,3,1,6.63,36,0.68,2,0,0,1,1,2,1,0
27,54064,60795,704,102,2,13.3,24,0.63,2,1,0,0,0,3,0,0
41,41823,77836,607,12,1,12.2,48,0.35,0,2,1,1,0,1,0,1
41,38108,70521,651,116,1,4.93,36,0.32,0,0,1,0,1,2,1,0
41,50429,34368,771,97,4,11.1,12,0.68,0,0,1,1,1,4,1,0
57,44610,196502,367,103,2,18.49,60,0.63,0,3,1,0,1,3,0,0
65,107874,154604,571,53,3,20.1,60,0.69,3,0,0,0,1,0,0,0
65,129456,170711,607,13,2,15.44,12,0.63,1,0,2,1,1,4,0,0
51,109547,93639,353,78,4,21.66,48,0.58,2,1,2,0,0,2,1,0
58,83124,164788,348,11,4,15.26,24,0.67,0,2,2,1,1,4,1,0
57,33812,32728,707,4,2,10.36,36,0.41,3,2,2,0,0,1,1,0
28,50363,205044,567,110,2,24.63,24,0.18,0,2,2,0,1,4,1,0
43,38764,196812,470,22,1,6.56,48,0.84,0,0,1,0,0,1,0,0
18,132256,178830,712,50,3,23.03,12,0.44,2,0,2,1,0,1,0,0
47,145079,105726,706,100,2,22.1,48,0.58,2,1,1,1,0,4,0,0
60,146345,107358,549,99,4,10.09,36,0.73,1,0,0,1,0,3,1,0
35,71694,195529,797,100,1,23.76,12,0.56,2,2,2,1,0,4,1,0
43,38401,70327,354,52,2,22.99,48,0.6,1,2,0,0,0,4,1,0
64,39342,137085,575,34,2,15.35,60,0.16,0,0,1,1,0,4,0,0
26,140582,169386,821,41,4,18.09,24,0.66,3,1,0,0,0,1,0,1
26,106131,72718,408,85,4,24.35,60,0.27,0,1,0,1,0,2,1,1
18,25087,15645,474,23,4,20.95,48,0.58,0,1,0,0,0,2,1,0
24,57999,162457,759,87,3,20.48,36,0.14,2,1,0,1,0,1,1,0
61,18885,98026,662,98,4,22.19,60,0.25,2,0,1,1,0,4,1,0
59,101624,53567,843,80,3,23.32,24,0.25,1,3,2,0,0,1,1,0
68,149729,74685,559,109,1,5.35,24,0.59,2,1,0,1,1,1,1,0
33,135768,160079,680,109,3,3.26,48,0.86,2,0,2,0,1,3,1,0
55,63940,208003,814,28,3,9.75,60,0.25,3,1,1,0,1,1,1,0
28,18696,150624,838,95,4,18.54,36,0.87,2,2,1,1,1,2,0,0
68,148988,227985,842,113,3,18.6,24,0.5,2,1,2,1,1,1,1,0
42,43787,38702,471,37,1,22.54,36,0.3,2,1,0,0,1,4,0,0
46,28817,111017,624,25,4,24.69,60,0.67,2,3,0,0,0,2,1,1
36,134558,233768,752,38,4,17.34,60,0.85,1,0,0,1,1,1,0,0
35,78042,145846,412,8,1,11.43,36,0.82,2,2,1,1,0,3,1,0
64,53530,81826,531,26,1,9.74,48,0.39,0,1,2,0,0,3,0,0
46,139800,79638,338,10,1,2.01,36,0.57,2,2,2,1,1,2,1,0
33,17083,33095,625,47,1,22.13,36,0.84,3,2,0,1,0,1,1,0
63,129774,139238,342,3,3,12.97,60,0.61,2,3,2,1,0,0,0,0
57,67650,87099,640,61,2,14.16,12,0.17,2,3,1,0,0,0,1,0
25,131384,125278,341,110,1,14.57,48,0.42,3,0,1,0,1,1,0,0
51,143514,213268,485,119,1,12.59,12,0.26,2,3,1,1,1,0,1,0
23,27049,176875,469,38,2,7.71,48,0.75,0,2,0,0,0,2,0,1
62,23522,28271,646,71,1,24.45,12,0.59,0,0,0,1,0,0,0,0
62,99235,99822,432,41,2,16.18,36,0.49,0,2,1,1,1,4,0,0
47,87353,156494,745,73,3,15.2,48,0.42,0,2,2,1,1,0,0,0
61,143241,219594,407,78,2,3.61,48,0.87,0,1,2,1,1,1,1,0
51,27363,131017,812,118,2,16.98,48,0.76,1,3,0,1,1,3,0,0
38,78259,36441,779,15,2,20.29,60,0.59,0,0,0,0,0,3,0,0
69,61875,140928,661,82,3,23.1,48,0.18,1,0,1,1,0,2,1,0
29,104910,168071,555,117,3,13.24,48,0.84,1,3,0,1,1,2,0,0
66,69602,160304,631,15,1,17.61,60,0.44,1,0,0,0,1,3,0,0
23,23803,143312,643,40,2,4.13,48,0.64,3,1,0,0,1,4,1,0
56,103920,189782,463,15,1,6.65,12,0.69,0,1,0,0,1,3,0,0
23,106172,26686,463,21,1,3.45,48,0.21,1,2,2,1,1,2,1,0
21,44488,205573,594,37,3,8.68,12,0.85,3,3,0,1,0,4,0,1
26,65507,73931,613,97,1,16.95,36,0.4,1,3,0,0,1,4,0,0
22,145555,222230,446,47,1,24.08,12,0.68,0,1,0,1,1,1,1,0
27,116590,234879,460,91,4,24.82,36,0.37,2,2,0,1,0,3,0,1
64,117599,246110,524,15,2,3.0,60,0.68,2,0,0,1,1,2,1,0
25,149733,53187,569,47,1,11.19,24,0.8,2,3,0,1,1,2,0,0
40,54584,28026,808,94,1,20.24,60,0.49,0,3,1,0,1,4,1,0
21,83812,119096,359,107,1,12.28,12,0.71,2,0,2,1,1,0,1,0
54,58779,182930,462,80,3,8.17,12,0.52,3,1,2,0,0,3,0,0
24,40434,120629,467,90,3,15.12,12,0.81,0,1,2,0,0,3,1,1
23,143881,10297,809,37,3,15.7,48,0.15,0,0,0,0,1,4,1,0
62,112395,214790,546,27,2,4.76,24,0.59,0,0,0,1,0,0,0,0
68,46966,14262,439,114,2,4.14,24,0.22,3,0,0,0,0,1,1,0
59,114440,244566,574,75,2,16.87,60,0.84,2,1,1,1,0,3,0,0
32,133075,79677,494,115,1,19.13,60,0.5,3,2,1,1,0,2,1,0
52,36465,17099,356,105,3,16.41,36,0.5,3,3,1,0,1,4,1,0
67,81512,41355,545,108,1,14.65,60,0.27,0,3,1,1,1,3,0,0
49,53555,18376,701,56,3,19.87,60,0.41,1,2,2,1,0,2,0,0
31,100312,114084,698,18,1,21.27,24,0.81,1,0,1,1,1,3,1,0
52,138258,165087,849,55,1,14.3,12,0.45,1,2,1,1,0,2,0,0
28,120519,22957,671,92,2,8.94,36,0.14,2,0,2,1,0,2,1,0
27,136626,120995,406,75,2,20.34,24,0.17,3,3,0,1,1,1,1,1
34,23120,118531,716,27,4,4.61,24,0.65,1,2,0,1,0,3,0,0
30,103528,133774,815,84,2,12.29,36,0.85,2,3,2,1,0,2,1,0
51,44890,6694,532,78,4,2.1,12,0.6,0,1,2,0,1,2,1,0
62,126085,81738,522,4,4,5.14,60,0.27,3,1,0,0,1,1,0,0
68,34189,30862,581,49,1,11.42,12,0.6,3,0,2,0,1,0,0,0
22,125741,237179,451,81,3,13.3,24,0.58,3,0,0,1,0,1,1,1
65,71796,105675,693,68,2,18.46,60,0.34,1,3,0,0,0,4,1,0
27,96957,89568,810,38,4,16.83,36,0.46,3,2,2,1,1,3,0,0
49,72907,29936,582,80,4,21.8,60,0.25,2,0,1,1,1,3,1,0
29,142711,103824,515,31,2,23.26,24,0.57,2,1,2,1,0,4,0,0
69,85731,95484,604,25,4,4.62,60,0.62,1,2,0,1,0,3,1,0
30,37323,25917,762,79,4,5.74,12,0.48,3,3,0,0,1,4,0,0
38,76169,143627,681,7,1,2.9,36,0.12,2,1,1,1,1,4,1,0
65,67261,203665,393,109,1,6.75,24,0.58,3,2,1,1,1,0,1,0
50,24832,155179,781,55,3,20.94,12,0.83,0,3,0,1,0,2,1,1
58,44486,85392,335,49,2,22.92,24,0.55,3,3,0,1,0,0,0,0
65,60431,57146,347,33,4,24.8,36,0.1,0,3,2,1,1,3,0,0
68,123225,209579,757,48,2,10.43,60,0.25,3,1,0,0,0,1,1,0
64,66469,93034,558,5,1,9.19,24,0.73,2,1,0,1,0,0,1,0
67,48523,152382,735,86,3,7.65,36,0.48,0,0,1,1,0,1,1,0
49,76784,15304,522,38,4,21.39,36,0.53,0,2,2,1,0,0,0,0
29,107097,65923,792,6,2,20.87,36,0.21,1,1,1,0,1,3,0,1
63,57308,51208,637,86,2,7.48,24,0.82,1,2,1,1,1,1,1,0
52,133777,181160,764,99,4,14.4,36,0.51,3,2,2,0,1,0,0,0
53,140828,124283,515,43,2,18.15,60,0.71,2,0,1,0,1,4,0,0
55,100016,184861,561,7,4,5.89,60,0.54,1,1,0,0,0,0,0,0
65,90491,208120,542,1,1,17.35,24,0.8,2,0,2,1,0,4,0,0
45,21145,146184,416,8,1,3.58,24,0.88,1,2,0,1,0,2,1,0
30,65671,68133,727,91,2,4.93,24,0.47,2,0,2,0,0,3,1,0
29,47284,160244,759,64,1,18.19,24,0.23,2,1,1,1,1,3,0,0
39,67984,19626,825,73,4,9.92,24,0.25,1,2,1,1,0,1,0,0
61,98349,140964,603,4,2,16.47,36,0.44,2,0,1,0,1,1,1,0
19,140033,52810,435,44,1,16.48,24,0.63,2,0,1,1,0,4,1,0
46,32671,192944,358,102,3,24.03,60,0.61,2,3,1,0,1,3,0,0
30,102333,64713,614,3,2,22.87,48,0.73,0,3,2,1,1,3,0,0
52,141737,37254,763,6,3,18.8,60,0.89,0,1,0,1,0,4,0,1
30,25255,180307,749,75,4,6.81,48,0.14,3,1,1,0,0,1,0,0
51,137385,84527,443,70,3,21.39,12,0.21,1,1,1,1,1,1,0,0
